model,variable,variable_used_in_risk_score_formula?,platinum_level,gold_level,silver_level,bronze_level,catastrophic_level
Child,SEVERE_HCC_COUNT4,Yes,-7.945,-7.994,-7.89,-7.708,-7.701
Child,SEVERE_HCC_COUNT5,Yes,-5.724,-5.636,-5.381,-5.071,-5.06
Child,SEVERE_HCC_COUNT6_7,Yes,-1.37,-1.098,-0.702,-0.265,-0.251
Child,SEVERE_HCC_COUNT8PLUS,Yes,15.108,15.916,16.635,17.322,17.344
Child,TRANSPLANT_HCC_COUNT4PLUS,Yes,17.558,17.665,17.716,17.749,17.75
Infant,EXTREMELY_IMMATURE_X_SEVERITY5,Yes,211.847,210.261,209.774,209.658,209.658
Infant,EXTREMELY_IMMATURE_X_SEVERITY4,Yes,148.695,146.92,146.268,145.994,145.989
Infant,EXTREMELY_IMMATURE_X_SEVERITY3,Yes,33.466,32.026,31.446,31.173,31.167
Infant,EXTREMELY_IMMATURE_X_SEVERITY2,Yes,33.466,32.026,31.446,31.173,31.167
Infant,EXTREMELY_IMMATURE_X_SEVERITY1,Yes,33.466,32.026,31.446,31.173,31.167
Infant,IMMATURE_X_SEVERITY5,Yes,114.344,112.652,112.106,111.935,111.932
Infant,IMMATURE_X_SEVERITY4,Yes,68.725,67.061,66.501,66.299,66.296
Infant,IMMATURE_X_SEVERITY3,Yes,33.466,32.026,31.446,31.173,31.167
Infant,IMMATURE_X_SEVERITY2,Yes,30.548,29.122,28.536,28.242,28.234
Infant,IMMATURE_X_SEVERITY1,Yes,25.486,24.146,23.553,23.234,23.225
Infant,PREMATURE_MULTIPLES_X_SEVERITY5,Yes,101.851,100.439,99.973,99.813,99.81
Infant,PREMATURE_MULTIPLES_X_SEVERITY4,Yes,28.535,27.102,26.509,26.228,26.222
Infant,PREMATURE_MULTIPLES_X_SEVERITY3,Yes,13.748,12.735,12.109,11.61,11.594
Infant,PREMATURE_MULTIPLES_X_SEVERITY2,Yes,7.676,6.953,6.337,5.695,5.672
Infant,PREMATURE_MULTIPLES_X_SEVERITY1,Yes,5.767,5.141,4.569,4.022,4.004
Infant,TERM_X_SEVERITY5,Yes,78.54,77.274,76.768,76.528,76.523
Infant,TERM_X_SEVERITY4,Yes,15.369,14.386,13.77,13.291,13.278
Infant,TERM_X_SEVERITY3,Yes,5.921,5.324,4.752,4.173,4.154
Infant,TERM_X_SEVERITY2,Yes,3.667,3.171,2.61,2.02,2.0
Infant,TERM_X_SEVERITY1,Yes,1.898,1.532,1.094,0.779,0.769
Infant,AGE1_X_SEVERITY5,Yes,63.543,62.814,62.526,62.389,62.386
Infant,AGE1_X_SEVERITY4,Yes,12.611,12.09,11.788,11.574,11.568
Infant,AGE1_X_SEVERITY3,Yes,2.978,2.696,2.472,2.291,2.285
Infant,AGE1_X_SEVERITY2,Yes,1.969,1.733,1.508,1.303,1.296
Infant,AGE1_X_SEVERITY1,Yes,0.573,0.489,0.433,0.392,0.391
Infant,AGE0_MALE,Yes,0.534,0.491,0.451,0.386,0.384
Infant,AGE1_MALE,Yes,0.112,0.096,0.077,0.058,0.058
