model,variable,variable_used_in_risk_score_formula?,platinum_level,gold_level,silver_level,bronze_level,catastrophic_level
Child,HHS_HCC203,Yes,1.6053333333333333,1.3963333333333334,1.2033333333333334,1.0346666666666666,1.0283333333333333
Child,HHS_HCC204,Yes,0.0,0.0,0.0,0.0,0.0
Child,HHS_HCC205,Yes,0.0,0.0,0.0,0.0,0.0
Child,HHS_HCC207,Yes,0.0,0.0,0.0,0.0,0.0
Child,HHS_HCC208,Yes,0.0,0.0,0.0,0.0,0.0
Child,HHS_HCC209,Yes,2.619,2.3379999999999996,2.0643333333333334,1.5716666666666665,1.5526666666666664
Child,HHS_HCC210,Yes,0.0,0.0,0.0,0.0,0.0
Child,HHS_HCC211,Yes,0.0,0.0,0.0,0.0,0.0
Child,HHS_HCC212,Yes,0.365,0.249,0.13466666666666668,0.06033333333333333,0.057333333333333326
Child,HHS_HCC217,Yes,2.144,2.023,1.9326666666666668,1.8633333333333333,1.8613333333333333
Child,HHS_HCC218,Yes,22.430666666666667,22.185000000000002,22.041,21.956666666666667,21.951999999999998
Child,HHS_HCC219,Yes,2.195,2.0073333333333334,1.8769999999999998,1.7573333333333334,1.7533333333333332
Child,HHS_HCC223,Yes,22.430666666666667,22.185000000000002,22.041,21.956666666666667,21.951999999999998
Child,HHS_HCC226,Yes,4.771333333333334,4.510000000000001,4.344,4.241666666666666,4.239333333333334
Child,HHS_HCC228,Yes,4.692666666666667,4.459333333333333,4.289000000000001,4.124333333333333,4.119333333333333
Child,HHS_HCC234,Yes,0.0,0.0,0.0,0.0,0.0
Child,HHS_HCC251,Yes,13.857666666666669,13.756333333333336,13.667000000000002,13.582,13.578666666666669
Child,HHS_HCC253,Yes,6.434666666666668,6.241333333333333,6.155666666666666,6.110333333333333,6.109666666666667
Child,HHS_HCC254,Yes,0.0,0.0,0.0,0.0,0.0
Child,G01,Yes,2.624333333333333,2.312333333333333,2.0746666666666664,1.7536666666666667,1.7453333333333332
Child,G02B,Yes,39.96533333333334,39.678666666666665,39.550666666666665,39.50066666666667,39.50000000000001
Child,G02D,Yes,4.830333333333333,4.698333333333333,4.608666666666667,4.540666666666667,4.537999999999999
Child,G03,Yes,3.6839999999999997,3.449,3.3076666666666665,3.2070000000000003,3.204333333333333
Child,G04,Yes,1.389333333333333,1.2623333333333333,1.1683333333333332,1.085,1.082
Child,G06A,Yes,13.130333333333335,12.956999999999999,12.863333333333335,12.800666666666666,12.799666666666667
Child,G07A,Yes,3.8513333333333333,3.642666666666667,3.5110000000000006,3.4106666666666663,3.4083333333333337
Child,G08,Yes,4.918,4.759666666666667,4.66,4.582,4.579666666666666
Child,G09A,Yes,2.516666666666667,2.3313333333333333,2.2016666666666667,2.0653333333333332,2.0606666666666666
Child,G09C,Yes,1.2033333333333334,1.0306666666666666,0.8936666666666667,0.7396666666666666,0.7343333333333334
Child,G10,Yes,11.137333333333332,10.9,10.779333333333334,10.704,10.702333333333334
Child,G11,Yes,11.047333333333333,10.807,10.694666666666668,10.627,10.625333333333332
Child,G12,Yes,6.189666666666667,6.017666666666667,5.902,5.793333333333333,5.789666666666666
Child,G13,Yes,16.06566666666667,15.761000000000001,15.608333333333334,15.521666666666667,15.520000000000001
Child,G14,Yes,13.857666666666669,13.756333333333336,13.667000000000002,13.582,13.578666666666669
Child,G23,Yes,1.0873333333333333,1.0453333333333334,1.0173333333333334,0.993,0.993
Child,G16,Yes,0.26566666666666666,0.19999999999999998,0.15,0.09300000000000001,0.09066666666666667
Child,G17A,Yes,0.5973333333333334,0.4663333333333333,0.32466666666666666,0.18333333333333335,0.17800000000000002
Child,G18A,Yes,3.5353333333333334,3.1590000000000003,2.8796666666666666,2.439,2.423666666666666
Child,G19B,Yes,0.5533333333333333,0.4056666666666667,0.23566666666666666,0.12866666666666668,0.12533333333333332
Child,G22,Yes,3.5060000000000002,3.2603333333333335,3.1056666666666666,2.9493333333333336,2.943
Child,SEVERE_HCC_COUNT1,Yes,-10.655000000000001,-10.694,-10.707999999999998,-10.736666666666666,-10.736666666666666
Child,SEVERE_HCC_COUNT2,Yes,-10.570333333333334,-10.646666666666667,-10.680000000000001,-10.723333333333334,-10.723666666666666
Child,SEVERE_HCC_COUNT3,Yes,-8.365333333333334,-8.447000000000001,-8.418333333333335,-8.359,-8.355333333333332
Child,SEVERE_HCC_COUNT4,Yes,-7.724333333333333,-7.718333333333334,-7.590333333333334,-7.403666666666666,-7.395666666666666
Child,SEVERE_HCC_COUNT5,Yes,-4.948333333333333,-4.8293333333333335,-4.600333333333333,-4.290666666666667,-4.278666666666667
Child,SEVERE_HCC_COUNT6_7,Yes,-0.6189999999999999,-0.2966666666666667,0.07466666666666659,0.521,0.5370000000000003
Child,SEVERE_HCC_COUNT8PLUS,Yes,20.186000000000003,21.065,21.786,22.505,22.52933333333333
Child,TRANSPLANT_HCC_COUNT4PLUS,Yes,16.793,16.848333333333333,16.877333333333333,16.897333333333332,16.898666666666667
Infant,EXTREMELY_IMMATURE_X_SEVERITY5,Yes,225.75400000000002,224.10233333333335,223.39,223.18966666666665,223.189
Infant,EXTREMELY_IMMATURE_X_SEVERITY4,Yes,162.90866666666668,161.04633333333334,160.17100000000002,159.788,159.78166666666667
Infant,EXTREMELY_IMMATURE_X_SEVERITY3,Yes,36.95033333333333,35.41366666666667,34.671,34.33766666666667,34.330333333333336
Infant,EXTREMELY_IMMATURE_X_SEVERITY2,Yes,36.95033333333333,35.41366666666667,34.671,34.33766666666667,34.330333333333336
Infant,EXTREMELY_IMMATURE_X_SEVERITY1,Yes,36.95033333333333,35.41366666666667,34.671,34.33766666666667,34.330333333333336
Infant,IMMATURE_X_SEVERITY5,Yes,127.41699999999999,125.70833333333333,124.964,124.72866666666668,124.72566666666667
Infant,IMMATURE_X_SEVERITY4,Yes,75.68366666666667,73.97333333333333,73.20333333333333,72.92399999999999,72.91933333333334
Infant,IMMATURE_X_SEVERITY3,Yes,36.95033333333333,35.41366666666667,34.671,34.33766666666667,34.330333333333336
Infant,IMMATURE_X_SEVERITY2,Yes,36.95033333333333,35.41366666666667,34.671,34.33766666666667,34.330333333333336
Infant,IMMATURE_X_SEVERITY1,Yes,28.368666666666666,26.894333333333332,26.14633333333333,25.745,25.734333333333336
Infant,PREMATURE_MULTIPLES_X_SEVERITY5,Yes,115.50933333333334,114.04966666666667,113.404,113.19933333333331,113.19833333333332
Infant,PREMATURE_MULTIPLES_X_SEVERITY4,Yes,32.08233333333334,30.55666666666667,29.820666666666668,29.459666666666664,29.453000000000003
Infant,PREMATURE_MULTIPLES_X_SEVERITY3,Yes,15.009,13.884333333333332,13.202333333333334,12.641333333333334,12.623333333333333
Infant,PREMATURE_MULTIPLES_X_SEVERITY2,Yes,8.402333333333333,7.5569999999999995,6.908666666666666,6.201333333333333,6.174666666666667
Infant,PREMATURE_MULTIPLES_X_SEVERITY1,Yes,6.306,5.569,4.951333333333333,4.366333333333333,4.345666666666666
Infant,TERM_X_SEVERITY5,Yes,86.92,85.56366666666668,84.906,84.586,84.57966666666667
Infant,TERM_X_SEVERITY4,Yes,17.039333333333335,15.908666666666667,15.237,14.692,14.677
Infant,TERM_X_SEVERITY3,Yes,6.25,5.550333333333334,4.948,4.332999999999999,4.311333333333334
Infant,TERM_X_SEVERITY2,Yes,3.964,3.3683333333333336,2.7840000000000003,2.1773333333333333,2.155
Infant,TERM_X_SEVERITY1,Yes,2.0423333333333336,1.5919999999999999,1.1079999999999999,0.79,0.7806666666666667
Infant,AGE1_X_SEVERITY5,Yes,70.54166666666667,69.77499999999999,69.40433333333333,69.235,69.23200000000001
Infant,AGE1_X_SEVERITY4,Yes,13.869666666666667,13.286000000000001,12.950000000000001,12.710666666666668,12.703999999999999
Infant,AGE1_X_SEVERITY3,Yes,3.079333333333333,2.7563333333333335,2.5283333333333338,2.3436666666666666,2.337
Infant,AGE1_X_SEVERITY2,Yes,2.0393333333333334,1.7583333333333335,1.5313333333333334,1.3243333333333334,1.317
Infant,AGE1_X_SEVERITY1,Yes,0.6113333333333334,0.49899999999999994,0.44333333333333336,0.4063333333333334,0.4046666666666667
Infant,AGE0_MALE,Yes,0.6336666666666666,0.5903333333333333,0.557,0.494,0.49133333333333334
Infant,AGE1_MALE,Yes,0.10333333333333335,0.08566666666666667,0.06866666666666667,0.04933333333333333,0.04833333333333333
