model,variable,variable_used_in_risk_score_formula?,platinum_level,gold_level,silver_level,bronze_level,catastrophic_level
Infant,PREMATURE_MULTIPLES_X_SEVERITY1,Yes,5.942,5.325,4.859,4.28,4.273
Infant,TERM_X_SEVERITY5,Yes,84.755,83.345,82.363,82.082,82.078
Infant,TERM_X_SEVERITY4,Yes,16.579,15.456,14.735,14.121,14.115
Infant,TERM_X_SEVERITY3,Yes,6.264,5.608,5.128,4.471,4.463
Infant,TERM_X_SEVERITY2,Yes,3.711,3.206,2.797,2.148,2.14
Infant,TERM_X_SEVERITY1,Yes,1.798,1.515,1.228,0.92,0.917
Infant,AGE1_X_SEVERITY5,Yes,65.111,64.236,63.619,63.463,63.461
Infant,AGE1_X_SEVERITY4,Yes,12.842,12.225,11.821,11.52,11.517
Infant,AGE1_X_SEVERITY3,Yes,3.216,2.892,2.669,2.428,2.426
Infant,AGE1_X_SEVERITY2,Yes,2.019,1.758,1.565,1.306,1.303
Infant,AGE1_X_SEVERITY1,Yes,0.556,0.495,0.454,0.406,0.406
Infant,AGE0_MALE,Yes,0.633,0.575,0.538,0.464,0.463
Infant,AGE1_MALE,Yes,0.11,0.09,0.075,0.051,0.05
